tipo;codigo;tipologia;entidad_bancaria;terminal;direccion;ciudad_id;regional_id;compartido_con;cumpleanos;administrado;numero_site;marca;tipo_site;aseo;ayc;mantenimiento
ATM;128;TIPO 4;Banco de Bogota;BARRIO MONTE BLANCO BOGOTA I;TV 1 # 96-33 S BARRIO MONTE BLANCO;1;5;N/A;Julio;BRINKS;SITE-1620;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;129;X DEMANDA;Banco de Bogota;OFICINA CALLE NOVENA CARRERA 34 I (SAN ANDRESITO 38);CL 9A # 34 - 64;1;5;N/A;Agosto;OFICINA;SITE-0061;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;130;TIPO 3 B;Banco de Bogota;OFICINA GRAN PLAZA DEL SOL BARRANQUILLA I;KR 32 # 30 - 15;238;6;0130-2753-9587;Julio;ATLAS;SITE-0062;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;131;TIPO 8;Banco de Bogota;DIAN BARRANQUILLA I;CL 4 # 30-42 / 62 entre piso 3 y 4 Contiguo a Oficinas de la POLFA.;238;6;N/A;Julio;PROSEGUR;SITE-2307;DIEBOLD;CABINA;L-V;N/A;X
ATM;133;TIPO 4 B;Banco de Bogota;Z.A. DELACUESTA C.C. I;KR 15 # 3 A N-40 C.C. DE LA CUESTA LOCAL 105;195;9;133-2283-9446;Noviembre;ATLAS;SITE-2679;DIEBOLD;SIN SITE;D;N/A;X
ATM;134;TIPO 4;Banco de Bogota;EDS BIOMAX SEPTIMA AVENIDA MELGAR I;CL 7A # 17 - 68;55;5;N/A;Junio;TDV DEL SUR;SITE-0065;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;135;TIPO 4;Banco de Bogota;SUPERMERCADOS CARIBE SEDE PUERTO TEJADA I;KR 20 # 20C 09;306;4;N/A;Noviembre;TDV DEL SUR;SITE-3152;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;136;TIPO 2;Banco de Bogota;BOSA BRASIL I;CL 51 S # 89-25 ;1;5;N/A;Agosto;ATLAS;SITE-0515;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;137;X DEMANDA;Banco de Bogota;TORRE KRYSTAL PISO 34 I;KR 7 # 156 - 78;1;8;N/A;Enero;ATLAS;SITE-1758;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;138;TIPO 3 B;Banco de Bogota;OFICINA SAN GIL II;KR 11 # 12-23 Y 12-29;210;9;138-580;Septiembre;OFICINA;SITE-2972;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;139;TIPO 4;Banco de Bogota;SUPERMERCADO BARBOSA I;KR 17 # 13-30;77;7;N/A;Septiembre;ATLAS;SITE-0066;DIEBOLD;CABINA;D;N/A;X
ATM;140;TIPO 3 B;Banco de Bogota;OFICINA C.C. MERCURIO II;KR 7 # 32-35 LOCAL 156 - 159;320;5;140-2547-0249;Junio;OFICINA;SITE-2683;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;141;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL UNICENTRO VILLAVICENCIO III;AV 40 # 26 C-10 LOCAL 127;67;9;2701-2658-141;Julio;OFICINA;SITE-2849;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;142;TIPO 3 B;Banco de Bogota;OFICINA TOCAIMA II;CL 4 # 4 - 54;63;5;2177-0142;Junio;OFICINA;SITE-1077;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;143;TIPO 4;Banco de Bogota;ZONA SAN LUIS SAN ANDRES I;SAN LUIS GROUND ROAD # 59-20;271;6;N/A;Agosto;BRINKS;SITE-0068;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;144;TIPO 3;Banco de Bogota;OFICINA GUASCA I;CS CURAL Y/O IGLESIA MUNICIPIO DE GUASCA;15;8;N/A;Junio;OFICINA;SITE-0069;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;147;TIPO 2 B;Banco de Bogota;OFICINA ISMAEL PERDOMO III;CL 63 S # 72-08;1;5;0511-0510-0147;Noviembre;ATLAS;SITE-2958;DIEBOLD;SIN SITE;D;D;X
ATM;148;TIPO 8;Banco de Bogota;UNIVERSIDAD SAN BUENAVENTURA BOGOTA I;KR 8 H # 172-20;1;8;N/A;Julio;PROSEGUR;SITE-0073;DIEBOLD;CUBICULO INDEPENDIENTE;L-V;N/A;X
ATM;149;TIPO 4 B;Banco de Bogota;EXITO ROBLEDO II;KR 80 # 64-61 LOCAL 207;112;7;149-2616;Marzo;TDV DEL SUR;SITE-1324;DIEBOLD;SIN SITE;D;N/A;X
ATM;150;TIPO 4;Banco de Bogota;OLIMPICA TURBACO I;CL 17 # 14 - 69;281;6;N/A;Julio;PROSEGUR;SITE-0074;DIEBOLD;CABINA;D;N/A;X
ATM;151;TIPO 4;Banco de Bogota;EDS BIOMAX VIA AL LLANO USME I;CL 84 S # 3 A - 41 E VIA AL LLANO;1;5;N/A;Junio;ATLAS;SITE-0075;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;152;TIPO 4;Banco de Bogota;EDS BIOMAX LOS PATIOS LA CALERA I;VDA LIEVANO VIA LA CALERA KM 6;16;8;N/A;Septiembre;BRINKS;SITE-0076;DIEBOLD;CABINA;D;N/A;X
ATM;153;TIPO 4;Banco de Bogota;EDS BIOMAX LOS ALPES I;CL 33 BIS # 12 08 W;1;5;N/A;Junio;ATLAS;SITE-0077;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;154;TIPO 4;Banco de Bogota;CONJUNTO RESIDENCIAL NAVARRA I;AV 3 # 19-87;155;9;N/A;Enero;PROSEGUR;SITE-0078;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;155;TIPO 2;Banco de Bogota;BARRIO BOSQUE POPULAR I;CL 64C # 69 A - 02;1;8;N/A;Julio;ATLAS;SITE-0079;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;156;TIPO 4;Banco de Bogota;ALCALDIA MUNICIPAL DIBULLA I;CL 6 # 3-36;259;6;N/A;Septiembre;PROSEGUR;SITE-0080;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;157;TIPO 4;Banco de Bogota;INTERCAMBIADOR MEGABUS CUBA I;KR 26 # 71 - 54;116;7;N/A;Octubre;ATLAS;SITE-0081;DIEBOLD;CABINA;D;N/A;X
ATM;159;TIPO 3 B;Banco de Bogota;OFICINA C.C. LLANOGRANDE II;CL 31 # 44 - 239;301;4;0159-2391;Junio;OFICINA;SITE-1188;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;160;TIPO 4;Banco de Bogota;CIUDADELA LA LIBERTAD CUCUTA I;AV 12 # 18 - 40 BARRIO LA LIBERTAD;155;9;N/A;Julio;PROSEGUR;SITE-0084;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;161;TIPO 4 B;Banco de Bogota;Z.A. C.C. PARQUE ARBOLEDA I;AV CIR # 5-20;116;7;161-9441;Febrero;ATLAS;SITE-2691;DIEBOLD;CABINA;D;N/A;X
ATM;162;TIPO 4;Banco de Bogota;CIDESA SEGOVIA I;KR 50 # 50 38;135;7;N/A;Julio;OFICINA;SITE-0597;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;164;X DEMANDA;Banco de Bogota;OFICINA ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ I;KR 8 # 58 - 67;287;4;N/A;Agosto;OFICINA;SITE-0087;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;165;TIPO 3 B;Banco de Bogota;OFICINA C.C. CACIQUE II;TV E TEJAR MODERNO LT # 9 A;150;9;2526-165;Junio;OFICINA;SITE-2829;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;166;TIPO 4;Banco de Bogota;C.C. SAN CRISTOBAL I;CL 63 # 129 A - 70;112;7;N/A;Junio;ATLAS;SITE-0088;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;167;X DEMANDA;Banco de Bogota;OFICINA PREMIUM TORRE OVIEDO I; KR 43A # 8 S -15 ;112;7;N/A;Julio;OFICINA;SITE-0089;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;168;TIPO 3;Banco de Bogota;OFICINA PUERTO CARREñO I;KR 9 # 18 - 44;200;9;Julio;OFICINA;SITE-0090;N/A;CUBICULO INDEPENDIENTE;CABINA;N/A;N/A;N/A
ATM;169;X DEMANDA;Banco de Bogota;COOPETRABAN QUIBDO I;CL 23 # 3 - 37;128;7;N/A;Julio;TDV DEL SUR;SITE-0091;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;170;TIPO 1 B;Banco de Bogota;OFICINA SANTUARIO 20 DE JULIO III;KR 6A # 21-64 S;1;5;637-617-170;Diciembre;OFICINA;SITE-3055;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;171;TIPO 4;Banco de Bogota;MAS POR MENOS I;KR 18 # 31B-27 BODEGA 2 CASTILLA REAL ET 1;166;9;N/A;Mayo;BRINKS;SITE-3215;DIEBOLD;CABINA;D;N/A;X
ATM;172;TIPO 1 B;Banco de Bogota;OFICINA CARRERA 11 CON 81 I;AK 11 # 81 - 31;1;8;0172-0198-9598-9599;Agosto;TDV DEL SUR;SITE-1993;DIEBOLD;SIN SITE;F.S.;D;X
ATM;173;TIPO 4;Banco de Bogota;OLIMPICA GALAPA I;KR 18 # 10-30;253;6;N/A;Agosto;PROSEGUR;SITE-0092;DIEBOLD;CABINA;D;N/A;X
ATM;174;TIPO 2;Banco de Bogota;COOTRAIPI EL CERRITO I;CL 7 # 12 - 82;291;4;N/A;Julio;ATLAS;SITE-0093;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;175;TIPO 4;Banco de Bogota;EDS ESSO BELALCAZAR I;KR 1A # 43-20;287;4;N/A;Octubre;ATLAS;SITE-0094;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;176;TIPO 3 B;Banco de Bogota;OFICINA PUERTO TEJADA VI;KR 16 # 20-12;306;4;176-630;Julio;OFICINA;SITE-2695;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;177;TIPO 2 B;Banco de Bogota;OFICINA CALLE 21 CARRERA 17 ARMENIA II;CL 21 # 17 - 02;76;7;2718-177;Junio;PROSEGUR;SITE-2856;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;178;TIPO 1;Banco de Bogota;OFICINA 20 DE JULIO I;KR 6 # 25-05 S;1;5;N/A;Septiembre;OFICINA;SITE-0095;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;179;TIPO 4;Banco de Bogota;BARRIO CASTILLA I;KR 78 # 8B 21 CASTILLA;1;5;N/A;Abril;ATLAS;SITE-2491;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;180;TIPO 4;Banco de Bogota;EXITO CARULLA EXPRESS 167 I;CL 167 # 73-51;1;8;N/A;Agosto;PROSEGUR;SITE-0097;DIEBOLD;CABINA;D;N/A;X
ATM;181;X DEMANDA;Banco de Bogota;HOSPITAL PSIQUIATRICO DEL VALLE I;CL 5 # 80-00;287;4;N/A;Septiembre;PROSEGUR;SITE-0098;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;182;TIPO 4;Banco de Bogota;CLINICA CAMBELL I;CL 31 # 14-20;238;6;N/A;Enero;BRINKS;SITE-0099;DIEBOLD;CABINA;D;N/A;X
ATM;184;TIPO 4;Banco de Bogota;EDS BIOMAX PUERTO VALLARTA I;KM 1 VIA MOSQUERA (FRENTE A PURINA);21;8;N/A;Julio;TDV DEL SUR;SITE-0101;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;185;X DEMANDA;Banco de Bogota;COOPETRABAN ISTMINA I;KR 7 # 19 - 55;100;7;N/A;Julio;TDV DEL SUR;SITE-0102;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;186;TIPO 4;Banco de Bogota;MALL INDIANA RIONEGRO I;KM 17 VIA LAS PALMAS;122;7;N/A;Agosto;BRINKS;SITE-0103;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;188;TIPO 4;Banco de Bogota;EDS PETROBRAS LOS TOBOGANES I;KR 11 # 10-92;291;4;N/A;Julio;ATLAS;SITE-0104;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;189;X DEMANDA;Banco de Bogota;AEROPUERTO CAMILO DAZA CUCUTA I;AEROPUERTO CAMILO DAZA;155;9;N/A;Septiembre;PROSEGUR;SITE-0105;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;191;TIPO 2;Banco de Bogota;BARRIO VILLA AMALIA I;KR 110 # 72 - 38;1;8;N/A;Julio;ATLAS;SITE-0107;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;192;TIPO 4;Banco de Bogota;EDS BIOMAX MARIA PAZ I;AV CIUD DE CALI # 33 -14 S;1;5;N/A;Julio;BRINKS;SITE-0108;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;193;TIPO 4 B;Banco de Bogota;C.C. PRADO VERDE II;KR 38 # 17- 29;320;5;2984-0193;Julio;PROSEGUR;SITE-2889;DIEBOLD;SIN SITE;D;N/A;X
ATM;194;TIPO 4;Banco de Bogota;OLIMPICA AVENIDA TERCERA NORTE CALI I;AV 3 N # V 57-100;287;4;N/A;Julio;PROSEGUR;SITE-0003;DIEBOLD;CABINA;D;N/A;X
ATM;195;TIPO 4;Banco de Bogota;CENTRO COMERCIAL LA CENTRAL I;Cl. 49B #21-38;112;7;N/A;Junio;ATLAS;SITE-2447;DIEBOLD;CABINA;D;N/A;X
ATM;196;TIPO 4;Banco de Bogota;AEROPUERTO ALFONSO BONILLA ARAGON CALI I;AEROPUERTO ALFONSO BONILLA ARAGON;301;4;N/A;Agosto;ATLAS;SITE-0110;DIEBOLD;CABINA;D;N/A;X
ATM;197;TIPO 4 B;Banco de Bogota;CENTRO COMERCIAL AVENTURA PLAZA I;KR 52 # 66-11;112;7;197-2908;Abril;ATLAS;SITE-3200;DIEBOLD;SIN SITE;D;N/A;X
ATM;198;TIPO 1 B;Banco de Bogota;OFICINA CARRERA 11 CON 81 II;AK 11 # 81 - 31;1;8;0172-0198-9598-9599;Agosto;TDV DEL SUR;SITE-1993;DIEBOLD;SIN SITE;F.S.;D;X
ATM;199;TIPO 3;Banco de Bogota;CASA MOTOR I;DOBLE CALZADA VIA CHICOLARAL  ESTAC DE SERVICIO PLUS MAX;44;5;N/A;Julio;PROSEGUR;SITE-0112;DIEBOLD;CABINA;F.S.;N/A;X
ATM;200;TIPO 3 B;Banco de Bogota;OFICINA CHIGORODO II;CL 96 # 101-45;85;7;2784-200;Enero;OFICINA;SITE-0113;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;201;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL SAVANNA II;KR 56 CL 42 LOCAL 25;122;7;201-2600;Febrero;OFICINA;SITE-2839;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;202;TIPO 4;Banco de Bogota;OFICINA C.C. ARRECIFE SANTA MARTA I;KR 4 # 11 A-119 LOCAL 201 - 202 P 2;275;6;N/A;Enero;PROSEGUR;SITE-0114;DIEBOLD;SIN SITE;D;N/A;X
ATM;203;TIPO 3 B;Banco de Bogota;OFICINA CIENAGA III;CL 10 # 12-33;244;6;2213-2470-203;Noviembre;OFICINA;SITE-2729;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;204;TIPO 3;Banco de Bogota;OFICINA LA CEJA II;CL 20 # 19 - 40 C.C. SAN JOSE;103;7;2570-204;Julio;OFICINA;SITE-1287;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;206;TIPO 4;Banco de Bogota;SERCOFUN I;AVENIDAD PASOANCHO 13 No 50-70;287;4;N/A;Marzo;ATLAS;SITE-2525;DIEBOLD;CABINA;D;N/A;X
ATM;208;TIPO 3 B;Banco de Bogota;OFICINA SABANA DE TORRES III;KR 11 # 12 - 58;207;9;208-2552-2706;Junio;OFICINA;SITE-2835;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;209;TIPO 4;Banco de Bogota;REFINERIA BARRANCABERMEJA I;CL 71 # 18-91;149;9;N/A;Abril;PROSEGUR;SITE-0119;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;211;TIPO 4;Banco de Bogota;OLIMPICA LOS CAMPANOS I;KR 92 # 31- 45;242;6;N/A;Junio;TDV DEL SUR;SITE-0121;DIEBOLD;CABINA;D;N/A;X
ATM;212;TIPO 4;Banco de Bogota;SUPERMERCADO LA 14 TULUA I;KR 40 # 37-51;311;4;N/A;Febrero;BRINKS;SITE-0122;DIEBOLD;CABINA;D;N/A;X
ATM;213;TIPO 4;Banco de Bogota;MUNICIPIO CAMPO DE LA CRUZ I;CL 6 # 10 - 106;241;6;N/A;Septiembre;BRINKS;SITE-0123;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;214;TIPO 4;Banco de Bogota;PLAZA CENTRAL I;CL 13 CON KR 62 A 65 PISO 2;1;5;N/A;Agosto;ATLAS;SITE-1931;DIEBOLD;CABINA;D;N/A;X
ATM;215;TIPO 1 B;Banco de Bogota;OFICINA SAN FRANCISCO II;CL 19 # 23-07 SAN FRANCISCO;150;9;2527-215;Febrero;OFICINA;SITE-2830;DIEBOLD;SIN SITE;F.S.;D;X
ATM;216;TIPO 4;Banco de Bogota;EXITO SURTIMAX GACHANCIPA I;KR 5 # 3-64;12;8;N/A;Marzo;TDV DEL SUR;SITE-0125;DIEBOLD;CABINA;D;N/A;X
ATM;217;TIPO 1 B;Banco de Bogota;OFICINA ALAMEDA REYES QUIBDO I;CL 26 # 7 - 10;128;7;217-219;Agosto;OFICINA;SITE-2724;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;219;TIPO 1 B;Banco de Bogota;OFICINA ALAMEDA REYES QUIBDO II;CL 26 # 7 - 10;128;7;217-219;Agosto;OFICINA;SITE-2724;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;220;TIPO 4;Banco de Bogota;SURTIMAX RESTREPO I;TV 24 B # 14 A - 51 S;1;5;N/A;Diciembre;TDV DEL SUR;SITE-0004;DIEBOLD;SIN SITE;D;N/A;X
ATM;221;TIPO 3 B;Banco de Bogota;OFICINA SAN MARTIN CESAR II;KR 7 # 14-02;212;9;2645-0221;Octubre;OFICINA;SITE-1344;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;222;TIPO 1;Banco de Bogota;OFICINA PARQUE NACIONAL I;KR 7 # 35-13;1;8;N/A;Julio;ATLAS;SITE-0126;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;223;TIPO 8;Banco de Bogota;UNIVERSIDAD DEL SINU I;KR 1W CL 38 BARRIO JUAN XXIII;115;7;N/A;Diciembre;BRINKS;SITE-2178;DIEBOLD;CUBICULO INDEPENDIENTE;L-V;N/A;X
ATM;224;TIPO 4;Banco de Bogota;MULTIFAMILIAR CANTARRANA VILLAVICENCIO I;KR 19 # 18 - 49 MZ N CS 4 A;67;9;N/A;Agosto;ATLAS;SITE-0128;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;225;TIPO 4;Banco de Bogota;EDS ESSO SAN PEDRO I;KM 3 VIA SIBERIA - FUNZA;11;8;N/A;Agosto;ATLAS;SITE-0129;DIEBOLD;CABINA;D;N/A;X
ATM;228;TIPO 4 B;Banco de Bogota;EDIFICIO BANCOMERCIO II;CL 12 B # 8 A-34;1;5;2791-228;Marzo;PROSEGUR;SITE-3188;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;229;TIPO 3 B;Banco de Bogota;OFICINA VIVA ENVIGADO II;KR 48 # 32 B S 139 LOCAL 210 A;95;7;229-9592-2584;Junio;ATLAS;SITE-1696;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;232;TIPO 4;Banco de Bogota;SUPERMERCADO RAPIMERCAR SANTA MARTA I;CL 32 B # 29 -25 CIUD DEL SOL II;275;6;N/A;Febrero;PROSEGUR;SITE-0133;DIEBOLD;CABINA;D;N/A;X
ATM;233;TIPO 4;Banco de Bogota;MUNICIPIO DE PIENDAMO I;CL 8 # 7 - 50;303;4;N/A;Agosto;TDV DEL SUR;SITE-0134;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;234;TIPO 2;Banco de Bogota;PLACITA DE FLORES I;KR 39 # 50 - 25;112;7;N/A;Junio;ATLAS;SITE-0135;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;235;TIPO 4;Banco de Bogota;SUPERMERCADO BELALCAZAR YUMBO SEDE II;CL 9 2-26;317;4;N/A;Marzo;PROSEGUR;SITE-0136;DIEBOLD;CABINA;D;N/A;X
ATM;236;TIPO 4;Banco de Bogota;SUPERMERCADO BELALCAZAR BARRIO GUACANDA I;TV 13 # 14-194;317;4;N/A;Marzo;PROSEGUR;SITE-0137;DIEBOLD;CABINA;D;N/A;X
ATM;237;TIPO 4;Banco de Bogota;COOPERATIVA CONFIE FLORENCIA I;CL 15 # 14 - 54;160;9;N/A;Julio;PROSEGUR;SITE-0138;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;238;X DEMANDA;Banco de Bogota;OFICINA POPAYAN II;CL 4 # 6-44;304;4;2030-0238-9586;Abril;TDV DEL SUR;SITE-0994;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;239;TIPO 4;Banco de Bogota;EXITO IPIALES I;CL 13 AV PANAMERICANA;296;4;N/A;Marzo;TDV DEL SUR;SITE-0140;DIEBOLD;SIN SITE;D;N/A;X
ATM;240;TIPO 3;Banco de Bogota;CENTRO COMERCIAL  CATALUNYA I;KR 58 #82-60;238;6;N/A;Marzo;PROSEGUR;SITE-0955;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;242;TIPO 4;Banco de Bogota;CITY MALL SANTA MARTA I;KR 32 # 16-13 AV DEL LIBERTADOR;275;6;N/A;Septiembre;PROSEGUR;SITE-0142;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
